-0.31876,0.15767
0.27509,0.36498
-0.94861,0.87104
-0.82111,0.82387
-0.75024,0.85805
-0.80674,1.2936
-1.0888,2.367
-1.5255,2.0769
-1.9974,2.5703
-1.4427,1.8047
-1.4579,1.7801
-1.314,1.6046
-1.384,1.4863
-2.5977,0.44488
-1.5444,1.0347
-1.4011,0.98599
-2.5526,-0.17134
-2.4937,-0.48455
-0.19551,-0.49122
-0.61522,-1.7638
-0.69312,-1.4856
-0.38632,-1.4654
0.65921,-0.83403
-0.13857,-2.3186
0.3598,-3.7144
1.1098,-3.9512
2.3896,-3.6118
2.1975,-3.8456
2.7648,-4.1881
3.0784,-4.0702
2.9007,-3.6445
3.0816,-2.3266
2.6722,-1.8706
2.4856,-1.6749
2.7003,-1.9274
2.7156,-1.7665
2.0719,-0.9791
1.9039,-0.98063
1.0703,-1.2388
1.5266,-1.2962
2.069,-2.1988
2.1113,-2.0737
2.2468,-1.9174
1.5824,-2.0592
1.6129,-2.2002
1.4887,-1.7613
1.8264,-1.2756
1.8728,-1.1539
2.4502,-0.9973
1.6185,-0.63507
1.3813,-0.80454
2.1309,0.094753
2.1286,0.11571
1.3458,-0.58245
1.454,-0.52524
1.2778,-0.53298
0.43846,0.96329
1.0757,-0.0104
0.63525,0.41108
0.86738,-0.17409
1.3353,0.86785
-0.44204,0.81238
0.7997,-1.2273
-0.043597,-0.99591
-0.15154,-0.56984
-0.013684,-1.7181
0.68961,-0.91998
0.14009,-0.18364
0.38428,-1.1767
0.79754,-0.26951
0.1991,0.23429
-0.053355,0.51277
0.13963,0.93216
0.1598,1.0163
1.0889,0.79261
1.141,0.76959
2.3633,1.6066
2.3829,0.92187
2.1348,0.26773
1.802,0.39008
2.284,0.81904
2.2887,0.82735
2.6159,1.2704
2.6141,1.1406
2.1236,1.0921
1.8476,0.96993
2.0896,2.3138
1.9296,2.5996
2.8329,2.5461
2.9829,2.2197
3.2436,2.7045
3.1083,3.2057
1.5535,2.6793
1.7081,2.1059
1.1687,2.7444
0.08059,1.8846
-1.1227,-0.43615
-0.87079,-0.4126
-1.0742,0.48033
-1.9313,0.44062
-2.0182,1.5907
-1.7155,1.3061
-1.8688,1.8287
-1.7909,1.0393
-0.98158,1.8323
-0.34087,2.0525
-0.30795,2.4593
-0.22152,2.3183
0.033611,2.8772
-0.93317,4.8668
-0.7831,5.5139
-0.3852,6.1646
-1.0926,6.1594
-1.0852,5.4673
-1.0861,5.4554
-0.54982,5.6468
-1.6456,5.6738
-1.9866,5.987
-1.6324,5.5096
-2.2444,5.6818
-2.4025,5.3217
-2.026,3.1258
-2.3819,2.3502
-2.859,2.5544
-3.1204,2.0052
-3.1343,2.026
-3.2873,2.0445
-3.6545,2.0576
-3.5901,1.9957
-2.5473,1.5315
-3.3585,2.1394
-3.282,1.9668
-3.3355,1.7598
-3.3804,1.9034
-3.5308,1.932
-4.1647,1.8033
-4.0216,1.7007
-4.3139,2.1571
-4.5684,1.7189
-2.5217,1.3849
-2.2843,1.8037
-1.6555,4.5043
-1.6403,4.4989
-2.1039,4.5296
-2.9848,4.6816
-2.1774,5.7407
-2.6894,5.8639
-2.6686,5.7156
-2.5839,5.658
-3.4913,5.5159
-3.6376,5.5829
-3.6243,5.8037
-4.0379,5.1404
-4.6603,5.2947
-4.226,5.1941
-5.1223,4.6908
-5.1734,4.7508
-5.7014,4.6627
-5.1223,4.1836
-5.3439,4.7876
-5.7365,5.1273
-5.6937,5.1919
-5.828,5.3979
-5.9446,4.8336
-6.2746,5.2972
-7.2666,4.701
-6.878,4.4287
-6.4453,5.178
-7.4467,3.168
-8.0236,2.6816
-9.6435,2.7415
-9.5054,2.5028
-9.6624,2.5558
-7.8657,2.5931
-7.7409,2.638
-7.7911,2.6209
-8.0365,2.7054
-8.3924,1.8831
-9.5258,0.87853
-8.8465,1.6541
-9.0092,1.7077
-7.8182,2.0775
-8.737,1.4942
-8.6188,1.2674
-8.6221,1.268
-9.3127,1.713
-9.3938,1.4879
-10.03,1.7627
-10.151,1.4675
-10.212,1.5231
-8.6358,1.1782
-9.1331,0.89762
-9.3587,0.41292
-9.3554,0.41505
-9.7821,0.25781
-8.391,0.1506
-8.4396,-0.32587
-8.7159,0.34351
-8.7285,0.3279
-8.2946,-1.4526
-9.3336,-1.7003
-9.4417,-2.892
-9.7752,-2.6779
-9.3413,-1.9605
-8.7666,-2.1835
-8.1382,-2.4947
-7.7452,-3.4169
-8.5536,-3.1079
-8.6022,-5.133
-9.3598,-5.1241
-8.7797,-4.9102
-9.1465,-4.4868
-10.367,-5.2208
-9.2026,-4.5145
-9.2232,-4.4982
-8.6234,-4.5531
-8.5903,-4.5538
-8.6647,-4.3308
-7.8537,-4.7189
-7.7169,-4.6113
-8.4988,-5.4721
-7.8372,-5.3643
-7.6949,-5.4622
-7.8393,-5.8242
-8.2457,-5.6179
-8.2584,-5.796
-8.1627,-6.4141
-8.0572,-6.0896
-8.4774,-5.3624
-8.8983,-4.752
-9.436,-4.5362
-8.5653,-5.8989
-8.5962,-5.7999
-8.7199,-6.0114
-8.7116,-6.4076
-8.8914,-6.1576
-8.6457,-6.2287
-8.3704,-5.2416
-6.8116,-5.2508
-7.1287,-4.8051
-6.9978,-5.1585
-7.112,-5.3765
-7.1797,-5.6783
-6.4733,-6.7124
-6.7444,-6.5915
-7.272,-6.3828
-7.327,-6.1164
-7.3594,-6.0556
-7.2209,-6.92
-7.1191,-7.0063
-5.2827,-7.8202
-5.3318,-7.8029
-5.3505,-7.5769
-5.4554,-8.8687
-5.3004,-8.8123
-4.7405,-8.7852
-4.8498,-8.628
-4.1155,-8.6072
-4.2045,-8.1804
-3.861,-8.6841
-3.8049,-8.8141
-5.0709,-8.325
-5.0298,-8.252
-4.8511,-8.2404
-4.8608,-8.356
-4.9932,-8.2329
-5.8529,-8.2274
-5.9736,-8.6215
-6.1897,-8.918
-6.2905,-8.6149
-6.8675,-8.4874
-7.4844,-8.1553
-7.3492,-9.2735
-8.4445,-8.7839
-8.9654,-8.9636
-9.3387,-8.8679
-9.9401,-9.7626
-10.053,-9.9001
-10.308,-11.043
-8.8883,-11.549
-8.8853,-11.456
-9.3537,-11.645
-10.232,-12.783
-11.019,-13.665
-11.794,-14.466
-12.888,-12.925
-13.19,-12.714
-12.603,-12.154
-13.925,-12.876
-13.604,-12.791
-13.989,-12.211
-13.41,-12.003
-13.312,-12.322
-13.935,-12.369
-13.922,-12.414
-13.744,-11.49
-14.191,-11.434
-14.685,-11.76
-14.844,-12.641
-14.773,-12.836
-14.338,-13.48
-15.612,-13.162
-15.625,-13.106
-16.271,-12.954
-16.064,-13.081
-15.637,-13.052
-16.924,-11.873
-18.223,-12.249
-18.949,-11.145
-17.849,-10.705
-17.764,-10.544
-17.143,-10.587
-17.829,-9.537
-18.197,-9.6168
-19.114,-9.2589
-19.668,-9.3949
-19.225,-8.5387
-19.879,-9.7249
-19.885,-9.6913
-19.314,-9.5676
-19.881,-9.5332
-19.871,-9.0279
-19.85,-9.2347
-19.892,-9.1204
-20.172,-9.9292
-18.074,-9.9113
-17.918,-9.882
-17.282,-10.187
-18.125,-10.666
-18.836,-11.004
-18.861,-11.058
-18.557,-11.373
-18.138,-11.24
-17.315,-10.85
-17.347,-10.815
-16.622,-9.2174
-17.662,-9.653
-18.56,-7.9339
-18.107,-8.4779
-17.001,-7.7244
-17.309,-7.5558
-17.914,-7.5635
-17.532,-8.087
-18.541,-9.1461
-19.06,-9.263
-17.758,-10.24
-17.345,-9.9502
-18.569,-8.1044
-18.726,-8.5127
-18.607,-8.5089
-17.767,-7.5783
-17.575,-7.5331
-17.706,-7.7323
-18.269,-7.457
-18.733,-7.2077
-19.074,-6.5589
-19.25,-6.5436
-18.237,-7.8292
-17.557,-5.6834
-17.049,-6.6642
-17.636,-5.777
-17.6,-5.7609
-17.474,-6.1744
-17.434,-6.0148
-17.746,-5.6219
-17.944,-5.4962
-17.483,-5.2933
-18.145,-4.2031
-18.058,-4.4906
-16.821,-5.4265
-16.667,-5.8439
-16.169,-6.175
-15.85,-6.5775
-17.178,-6.3813
-17.585,-6.3913
-17.702,-6.6478
-17.599,-7.2076
-17.435,-7.5526
-16.347,-7.567
-16.328,-9.3238
-16.664,-9.1722
-16.499,-8.4931
-16.998,-9.1281
-17.395,-8.9289
-17.367,-9.3506
-17.081,-8.9116
-17.446,-8.3888
-17.364,-8.3985
-17.583,-8.3804
-16.105,-9.0458
-15.446,-8.9086
-15.489,-9.039
-15.194,-8.3651
-15.624,-8.2603
-15.929,-9.606
-15.939,-9.8038
-15.656,-11.18
-15.049,-11.825
-16.03,-12.778
-15.459,-13.241
-15.571,-12.459
-15.836,-12.005
-14.676,-11.944
-14.05,-11.951
-13.583,-11.171
-14.854,-12.039
-14.187,-10.191
-14.703,-10.605
-14.926,-10.374
-15.826,-10.483
-15.52,-10.624
-15.305,-9.4759
-15.61,-9.67
-15.207,-9.5485
-14.256,-9.9736
-15.335,-10.174
-16.21,-9.5003
-16.368,-9.5751
-17.122,-9.9721
-17.236,-10.303
-16.295,-9.1581
-16.386,-8.9668
-16.289,-8.8934
-14.639,-8.2347
-15.619,-7.7649
-15.903,-8.8724
-15.096,-7.6437
-17.031,-7.0123
-17.135,-7.0497
-17.71,-7.4391
-17.624,-7.4802
-17.199,-8.553
-17.366,-9.851
-17.183,-9.3192
-16.559,-8.3747
-16.515,-8.068
-16.398,-7.6158
-15.934,-7.9659
-15.509,-7.9571
-14.759,-7.0006
-16.048,-7.4637
-16.375,-7.2823
-14.251,-6.8207
-14.799,-7.6335
-15.194,-8.5295
-15.27,-8.5271
-15.435,-7.912
-14.512,-8.5076
-14.663,-9.4484
-15.344,-8.8857
-16.211,-8.4831
-16.555,-8.6534
-16.753,-8.1314
-16.277,-7.8481
-17.169,-7.1602
-16.54,-7.7558
-16.9,-8.0517
-17.41,-8.3021
-18.894,-7.6893
-18.741,-7.8174
-18.314,-7.5858
-18.291,-7.5899
-17.81,-7.3561
-17.797,-7.3851
-17.841,-7.2656
-18.592,-7.1596
-18.738,-7.3082
-18.809,-7.598
-20.007,-7.9219
-20.712,-8.3792
-21.763,-9.1779
-22.803,-10.364
-21.927,-10.918
-22.339,-12.063
-22.62,-13.331
-23.902,-14.003
-23.843,-13.356
-24.227,-13.953
-24.261,-14.116
-23.771,-14.119
-22.921,-14.791
-23.654,-14.884
-23.441,-14.659
-23.927,-15.645
-23.852,-15.598
-24.052,-15.636
-23.542,-16.403
-23.567,-16.517
-23.732,-16.292
-23.399,-16.199
-21.388,-16.6
-20.555,-16.531
-20.332,-16.29
-20.16,-15.794
-20.701,-15.399
-20.605,-14.883
-20.433,-14.737
-19.972,-14.948
-19.998,-14.866
-19.547,-14.325
-20.763,-15.02
-20.694,-14.981
-21.02,-14.031
-21.045,-14.452
-20.985,-14.504
-20.834,-14.518
-20.156,-13.991
-20.084,-14.076
-20.099,-13.858
-20.052,-13.62
